"content_id","slug","title","primary_intent","cluster","funnel_stage","pillar_id","planned_week","planned_day"
"206","arrange-film-franchise-viewing","How to Arrange a Film Franchise for Different Viewing Orders","film franchise viewing order workflow","Movie Library Workflows","Consideration","201","",""
"207","choose-between-alternate-cuts","How to Choose Between Alternate Cuts of a Movie","choose alternate movie cut","Movie Library Workflows","Consideration","201","",""
"208","build-runtime-based-movie-shortlist","How to Build a Movie Shortlist Around Available Time","runtime based movie shortlist","Movie Library Workflows","Awareness","201","",""
"209","revisit-unwatched-favorites","How to Revisit Movies Saved but Never Started","unwatched favorite movies workflow","Movie Library Workflows","Retention","201","",""
"210","create-weekend-movie-queue","Build a Manageable Weekend Movie Queue","weekend movie queue planning","Movie Library Workflows","Awareness","201","",""
"211","balance-familiar-and-new-movies","How to Balance Familiar Picks and New Discoveries","balance familiar vs new movies","Movie Library Workflows","Awareness","201","",""
"212","resume-movie-after-long-interruption","How to Return to a Movie After a Long Interruption","resume movie after long break","Movie Library Workflows","Retention","201","",""
"213","organize-documentary-subcollection","A Practical Workflow for a Documentary Subcollection","documentary subcollection taxonomy workflow","Movie Library Workflows","Awareness","201","",""
"214","separate-short-and-feature-films","When to Separate Short Films From Feature Films","short films vs feature films organization","Movie Library Workflows","Awareness","201","",""
"215","track-viewing-themes-without-clutter","How to Track a Viewing Theme Without Creating Category Clutter","temporary movie viewing theme","Movie Library Workflows","Consideration","201","",""
"216","use-personal-ratings-after-viewing","How to Use Personal Ratings After You Finish a Movie","personal movie rating workflow","Movie Library Workflows","Retention","201","",""
"217","choose-one-movie-from-five","A Decision Method for Choosing One Movie From Five","choose movie from shortlist","Movie Library Workflows","Awareness","201","",""
"218","archive-completed-film-series","How to Archive a Completed Film Series Without Losing Context","archive completed film franchise","Movie Library Workflows","Retention","201","",""
"219","prepare-movie-library-for-guests","How to Prepare a Personal Movie Library for Guest Browsing","guest movie library workflow","Movie Library Workflows","Consideration","201","",""
"220","movie-library-workflow-checklist","A Workflow Checklist for a Well-Run Movie Library","movie library workflow checklist","Movie Library Workflows","Retention","201","",""
"221","series-library-workflow-guide","The Complete Workflow Guide for a Personal Series Library","personal series library workflows","Series Library Workflows","Awareness","221","",""
"222","resume-series-after-long-break","How to Resume a Series After a Long Break","resume series after long break","Series Library Workflows","Retention","221","",""
"223","place-series-specials-clearly","How to Keep Specials Clear Without Breaking Episode Order","series specials organization workflow","Series Library Workflows","Consideration","221","",""
"224","handle-split-seasons","How to Organize Split Seasons and Midseason Breaks","split season organization","Series Library Workflows","Consideration","221","",""
"225","organize-anthology-series","A Practical Workflow for Anthology Series","anthology series organization","Series Library Workflows","Awareness","221","",""
"226","distinguish-miniseries-multiseason","How to Distinguish a Miniseries From a Multi-Season Show","miniseries vs multi-season organization","Series Library Workflows","Awareness","221","",""
"227","find-gaps-in-episode-sequence","How to Find Gaps in an Episode Sequence","missing episode sequence audit","Series Library Workflows","Retention","221","",""
"228","verify-next-episode","How to Verify the Next Episode Before Playback","verify next series episode","Series Library Workflows","Retention","221","",""
"229","fix-wrong-episode-resume-context","How to Diagnose a Resume Point Attached to the Wrong Episode","wrong episode resume context","Series Library Workflows","Retention","221","",""
"230","manage-weekly-series-progress","How to Keep Weekly Series Progress Understandable","weekly series progress workflow","Series Library Workflows","Retention","221","",""
"231","plan-binge-session-with-breakpoints","How to Plan a Binge Session With Sensible Breakpoints","series binge session planning","Series Library Workflows","Awareness","221","",""
"232","separate-household-series-progress","How to Keep Household Series Progress Separate","household series progress separation","Series Library Workflows","Consideration","221","",""
"233","check-language-across-episodes","How to Check Language Options Across a Season","series episode language consistency","Series Library Workflows","Consideration","221","",""
"234","favorite-series-or-episode","Should You Favorite the Series or an Individual Episode?","favorite series vs episode","Series Library Workflows","Awareness","221","",""
"235","organize-completed-series","How to Organize Completed Series Without Hiding Them","completed series organization","Series Library Workflows","Retention","221","",""
"236","map-spin-offs-and-companion-series","How to Map Spin-Offs and Companion Series Clearly","organize series spin-offs","Series Library Workflows","Awareness","221","",""
"237","browse-episode-descriptions-without-spoilers","How to Browse Episode Descriptions While Limiting Spoilers","episode description spoiler workflow","Series Library Workflows","Awareness","221","",""
"238","sample-pilot-episodes-cleanly","How to Sample Pilot Episodes Without Cluttering Progress","pilot episode sampling workflow","Series Library Workflows","Consideration","221","",""
"239","audit-series-after-source-update","How to Audit a Series After Its Source Metadata Changes","series audit after metadata update","Series Library Workflows","Retention","221","",""
"240","series-library-workflow-checklist","A Workflow Checklist for a Clear Series Library","series library workflow checklist","Series Library Workflows","Retention","221","",""
"241","live-program-guide-literacy","The Complete Guide to Reading Live Program Information","live program guide literacy","Live Guide Literacy","Awareness","241","",""
"242","read-now-and-next-guide","How to Read Now-and-Next Information Quickly","read now and next TV guide","Live Guide Literacy","Awareness","241","",""
"243","understand-guide-time-zones","How Time Zones Affect Program Guide Listings","TV guide time zone literacy","Live Guide Literacy","Awareness","241","",""
"244","check-program-guide-freshness","How to Judge Whether Program Guide Data Is Current","program guide freshness check","Live Guide Literacy","Retention","241","",""
"245","interpret-blank-schedule-blocks","What a Blank Schedule Block Can and Cannot Tell You","blank program guide schedule","Live Guide Literacy","Awareness","241","",""
"246","channel-vs-program-metadata","Channel Data and Program Data: Know the Difference","channel vs program metadata","Live Guide Literacy","Awareness","241","",""
"247","read-program-duration","How to Interpret Start Times and Program Duration","program guide duration","Live Guide Literacy","Awareness","241","",""
"248","interpret-overlapping-listings","How to Read Overlapping Program Listings","overlapping program guide listings","Live Guide Literacy","Consideration","241","",""
"249","understand-overnight-guide-dates","Why Overnight Programs Can Appear Under a Different Date","overnight program guide date","Live Guide Literacy","Awareness","241","",""
"250","recognize-recurring-programs","How to Recognize Recurring Programs in a Guide","recurring program guide listings","Live Guide Literacy","Awareness","241","",""
